letter,image_file,hand_label,detection_confidence,img_width,img_height,lm0_x_raw,lm0_y_raw,lm0_z_raw,lm1_x_raw,lm1_y_raw,lm1_z_raw,lm2_x_raw,lm2_y_raw,lm2_z_raw,lm3_x_raw,lm3_y_raw,lm3_z_raw,lm4_x_raw,lm4_y_raw,lm4_z_raw,lm5_x_raw,lm5_y_raw,lm5_z_raw,lm6_x_raw,lm6_y_raw,lm6_z_raw,lm7_x_raw,lm7_y_raw,lm7_z_raw,lm8_x_raw,lm8_y_raw,lm8_z_raw,lm9_x_raw,lm9_y_raw,lm9_z_raw,lm10_x_raw,lm10_y_raw,lm10_z_raw,lm11_x_raw,lm11_y_raw,lm11_z_raw,lm12_x_raw,lm12_y_raw,lm12_z_raw,lm13_x_raw,lm13_y_raw,lm13_z_raw,lm14_x_raw,lm14_y_raw,lm14_z_raw,lm15_x_raw,lm15_y_raw,lm15_z_raw,lm16_x_raw,lm16_y_raw,lm16_z_raw,lm17_x_raw,lm17_y_raw,lm17_z_raw,lm18_x_raw,lm18_y_raw,lm18_z_raw,lm19_x_raw,lm19_y_raw,lm19_z_raw,lm20_x_raw,lm20_y_raw,lm20_z_raw,lm0_x_norm,lm0_y_norm,lm0_z_norm,lm1_x_norm,lm1_y_norm,lm1_z_norm,lm2_x_norm,lm2_y_norm,lm2_z_norm,lm3_x_norm,lm3_y_norm,lm3_z_norm,lm4_x_norm,lm4_y_norm,lm4_z_norm,lm5_x_norm,lm5_y_norm,lm5_z_norm,lm6_x_norm,lm6_y_norm,lm6_z_norm,lm7_x_norm,lm7_y_norm,lm7_z_norm,lm8_x_norm,lm8_y_norm,lm8_z_norm,lm9_x_norm,lm9_y_norm,lm9_z_norm,lm10_x_norm,lm10_y_norm,lm10_z_norm,lm11_x_norm,lm11_y_norm,lm11_z_norm,lm12_x_norm,lm12_y_norm,lm12_z_norm,lm13_x_norm,lm13_y_norm,lm13_z_norm,lm14_x_norm,lm14_y_norm,lm14_z_norm,lm15_x_norm,lm15_y_norm,lm15_z_norm,lm16_x_norm,lm16_y_norm,lm16_z_norm,lm17_x_norm,lm17_y_norm,lm17_z_norm,lm18_x_norm,lm18_y_norm,lm18_z_norm,lm19_x_norm,lm19_y_norm,lm19_z_norm,lm20_x_norm,lm20_y_norm,lm20_z_norm,bone_0_1_dx,bone_0_1_dy,bone_0_1_dz,bone_1_2_dx,bone_1_2_dy,bone_1_2_dz,bone_2_3_dx,bone_2_3_dy,bone_2_3_dz,bone_3_4_dx,bone_3_4_dy,bone_3_4_dz,bone_0_5_dx,bone_0_5_dy,bone_0_5_dz,bone_5_6_dx,bone_5_6_dy,bone_5_6_dz,bone_6_7_dx,bone_6_7_dy,bone_6_7_dz,bone_7_8_dx,bone_7_8_dy,bone_7_8_dz,bone_0_9_dx,bone_0_9_dy,bone_0_9_dz,bone_9_10_dx,bone_9_10_dy,bone_9_10_dz,bone_10_11_dx,bone_10_11_dy,bone_10_11_dz,bone_11_12_dx,bone_11_12_dy,bone_11_12_dz,bone_0_13_dx,bone_0_13_dy,bone_0_13_dz,bone_13_14_dx,bone_13_14_dy,bone_13_14_dz,bone_14_15_dx,bone_14_15_dy,bone_14_15_dz,bone_15_16_dx,bone_15_16_dy,bone_15_16_dz,bone_0_17_dx,bone_0_17_dy,bone_0_17_dz,bone_17_18_dx,bone_17_18_dy,bone_17_18_dz,bone_18_19_dx,bone_18_19_dy,bone_18_19_dz,bone_19_20_dx,bone_19_20_dy,bone_19_20_dz
B,hand1_b_bot_seg_4_cropped.jpeg,Right,0.9861,400,400,0.479446,0.911196,1e-06,0.581159,0.82613,-0.092137,0.609789,0.665513,-0.123352,0.5015,0.533405,-0.141712,0.388047,0.474951,-0.157122,0.601362,0.492956,-0.06865,0.587338,0.302882,-0.112795,0.568887,0.185541,-0.151844,0.553324,0.086699,-0.182011,0.506418,0.471112,-0.055445,0.489865,0.277576,-0.089461,0.481129,0.151857,-0.128417,0.477351,0.049519,-0.157811,0.425337,0.490913,-0.052885,0.402291,0.314889,-0.086593,0.399531,0.208133,-0.126482,0.398767,0.116134,-0.154353,0.351781,0.545319,-0.059399,0.326835,0.413844,-0.091863,0.322581,0.33055,-0.114795,0.32272,0.258089,-0.130758,0.0,0.0,0.0,0.118041,-0.098722,-0.106928,0.151267,-0.285122,-0.143154,0.025594,-0.438437,-0.164461,-0.10607,-0.506274,-0.182345,0.141487,-0.485379,-0.07967,0.125212,-0.705965,-0.130903,0.1038,-0.842143,-0.176219,0.085737,-0.956852,-0.211229,0.031303,-0.510729,-0.064346,0.012092,-0.735333,-0.103822,0.001954,-0.881233,-0.149032,-0.002431,-1.0,-0.183145,-0.062794,-0.48775,-0.061375,-0.08954,-0.692031,-0.100494,-0.092743,-0.815924,-0.146786,-0.09363,-0.922691,-0.179132,-0.148158,-0.424611,-0.068935,-0.177108,-0.577191,-0.10661,-0.182046,-0.673856,-0.133223,-0.181885,-0.757949,-0.151749,0.101714,-0.085067,-0.092138,0.02863,-0.160616,-0.031215,-0.108289,-0.132109,-0.01836,-0.113452,-0.058453,-0.01541,0.121916,-0.41824,-0.06865,-0.014024,-0.190074,-0.044146,-0.018451,-0.117342,-0.039048,-0.015564,-0.098842,-0.030167,0.026973,-0.440084,-0.055446,-0.016554,-0.193536,-0.034015,-0.008736,-0.125719,-0.038956,-0.003778,-0.102339,-0.029394,-0.054108,-0.420283,-0.052885,-0.023046,-0.176025,-0.033708,-0.00276,-0.106755,-0.039889,-0.000764,-0.091999,-0.027872,-0.127664,-0.365878,-0.0594,-0.024946,-0.131475,-0.032464,-0.004254,-0.083294,-0.022932,0.000139,-0.072461,-0.015964
B,hand1_b_bot_seg_5_cropped.jpeg,Right,0.9911,400,400,0.480042,0.919506,1e-06,0.590186,0.821971,-0.070357,0.633541,0.65169,-0.091023,0.535059,0.518705,-0.10466,0.425095,0.45936,-0.116664,0.603918,0.476029,-0.036926,0.593682,0.295982,-0.072827,0.577114,0.185026,-0.108319,0.558912,0.089438,-0.136899,0.509151,0.461054,-0.034541,0.494606,0.27014,-0.063371,0.48576,0.146407,-0.099919,0.47465,0.044544,-0.128043,0.429197,0.4874,-0.041897,0.404831,0.31288,-0.073228,0.400793,0.20535,-0.109111,0.392825,0.113002,-0.134181,0.352313,0.546672,-0.056801,0.334145,0.41185,-0.088593,0.330387,0.32416,-0.109113,0.326758,0.245989,-0.123376,0.0,0.0,0.0,0.125884,-0.111474,-0.080413,0.175434,-0.306089,-0.104031,0.062879,-0.458078,-0.119617,-0.062799,-0.525904,-0.133337,0.141578,-0.506853,-0.042204,0.12988,-0.71263,-0.083235,0.110944,-0.839443,-0.1238,0.090141,-0.948691,-0.156464,0.033268,-0.523968,-0.039478,0.016645,-0.742165,-0.072428,0.006535,-0.88358,-0.114199,-0.006163,-1.0,-0.146342,-0.058111,-0.493858,-0.047885,-0.085959,-0.693317,-0.083694,-0.090575,-0.816214,-0.124704,-0.099681,-0.921759,-0.153357,-0.145983,-0.426114,-0.064919,-0.166747,-0.580204,-0.101255,-0.171042,-0.680426,-0.124706,-0.17519,-0.769767,-0.141008,0.110144,-0.097535,-0.070358,0.043355,-0.170281,-0.020665,-0.098481,-0.132984,-0.013637,-0.109964,-0.059345,-0.012004,0.123876,-0.443477,-0.036927,-0.010236,-0.180047,-0.035901,-0.016568,-0.110956,-0.035493,-0.018202,-0.095588,-0.02858,0.029108,-0.458452,-0.034542,-0.014545,-0.190914,-0.02883,-0.008846,-0.123733,-0.036548,-0.011111,-0.101863,-0.028124,-0.050845,-0.432107,-0.041898,-0.024366,-0.17452,-0.031331,-0.004039,-0.10753,-0.035882,-0.007968,-0.092348,-0.02507,-0.12773,-0.372834,-0.056801,-0.018168,-0.134823,-0.031793,-0.003758,-0.08769,-0.020519,-0.003629,-0.07817,-0.014264
B,hand1_b_dif_seg_1_cropped.jpeg,Right,0.9879,400,400,0.47572,0.925876,1e-06,0.596504,0.831227,-0.069695,0.656139,0.658425,-0.08889,0.563243,0.508326,-0.10147,0.456491,0.429641,-0.112159,0.633978,0.493908,-0.030656,0.63865,0.305742,-0.06497,0.627553,0.192396,-0.100066,0.613821,0.096296,-0.128464,0.540394,0.474411,-0.02761,0.540726,0.272907,-0.053818,0.537985,0.145792,-0.089922,0.529478,0.042177,-0.119705,0.456552,0.495358,-0.035303,0.445197,0.312654,-0.065712,0.447515,0.200523,-0.103906,0.441828,0.107706,-0.131357,0.371215,0.544653,-0.050574,0.36501,0.402012,-0.081755,0.365668,0.307012,-0.105386,0.363991,0.222467,-0.123223,0.0,0.0,0.0,0.136681,-0.107106,-0.078868,0.204163,-0.302649,-0.10059,0.099042,-0.472502,-0.114825,-0.02176,-0.561543,-0.12692,0.179086,-0.488819,-0.034692,0.184374,-0.701747,-0.073521,0.171815,-0.830011,-0.113236,0.156277,-0.938758,-0.145371,0.073186,-0.510881,-0.031244,0.073562,-0.738904,-0.060901,0.07046,-0.882748,-0.101757,0.060833,-1.0,-0.135459,-0.02169,-0.487178,-0.039949,-0.034539,-0.693926,-0.074361,-0.031916,-0.820815,-0.117581,-0.038352,-0.925847,-0.148645,-0.118258,-0.431395,-0.05723,-0.125279,-0.592808,-0.092515,-0.124535,-0.700311,-0.119256,-0.126433,-0.795983,-0.139441,0.120785,-0.09465,-0.069696,0.059635,-0.172801,-0.019195,-0.092896,-0.150099,-0.01258,-0.106753,-0.078685,-0.010689,0.158258,-0.431969,-0.030657,0.004672,-0.188165,-0.034313,-0.011098,-0.113346,-0.035097,-0.013731,-0.0961,-0.028398,0.064674,-0.451465,-0.027611,0.000332,-0.201504,-0.026207,-0.002741,-0.127115,-0.036105,-0.008507,-0.103616,-0.029782,-0.019167,-0.430519,-0.035303,-0.011355,-0.182703,-0.030409,0.002318,-0.112132,-0.038194,-0.005687,-0.092817,-0.027451,-0.104504,-0.381224,-0.050574,-0.006205,-0.142641,-0.031181,0.000658,-0.095,-0.023631,-0.001677,-0.084545,-0.017837
B,hand1_b_dif_seg_2_cropped.jpeg,Right,0.9886,400,400,0.479366,0.931898,1e-06,0.596341,0.836063,-0.070933,0.652402,0.660186,-0.088177,0.559176,0.512907,-0.099201,0.452771,0.435495,-0.107763,0.631999,0.485109,-0.020436,0.634525,0.306283,-0.05117,0.623819,0.196041,-0.085226,0.610154,0.101778,-0.11365,0.537889,0.466261,-0.017392,0.536391,0.269938,-0.04084,0.535206,0.145052,-0.076162,0.529396,0.042669,-0.105343,0.453521,0.490869,-0.026047,0.440924,0.312162,-0.055392,0.446958,0.204236,-0.092708,0.44496,0.113049,-0.119618,0.367486,0.54562,-0.042807,0.359556,0.404628,-0.073424,0.360234,0.312922,-0.096139,0.35896,0.230016,-0.113398,0.0,0.0,0.0,0.131546,-0.107773,-0.07977,0.194591,-0.30556,-0.099162,0.089752,-0.471185,-0.111559,-0.029908,-0.55824,-0.121187,0.171646,-0.502446,-0.022982,0.174486,-0.703548,-0.057545,0.162446,-0.827523,-0.095843,0.14708,-0.933528,-0.127808,0.065813,-0.523641,-0.019559,0.064128,-0.744421,-0.045928,0.062795,-0.884863,-0.08565,0.056262,-1.0,-0.118466,-0.029065,-0.495967,-0.029293,-0.043231,-0.696936,-0.062293,-0.036445,-0.818306,-0.104257,-0.038692,-0.920852,-0.134519,-0.125817,-0.434397,-0.04814,-0.134736,-0.592952,-0.082572,-0.133972,-0.696082,-0.108116,-0.135405,-0.789315,-0.127525,0.116975,-0.095835,-0.070933,0.056061,-0.175878,-0.017244,-0.093226,-0.147279,-0.011024,-0.106405,-0.077412,-0.008562,0.152633,-0.44679,-0.020436,0.002525,-0.178826,-0.030734,-0.010706,-0.110242,-0.034056,-0.013664,-0.094263,-0.028424,0.058523,-0.465637,-0.017393,-0.001499,-0.196324,-0.023447,-0.001185,-0.124886,-0.035322,-0.005809,-0.102383,-0.029181,-0.025846,-0.441029,-0.026048,-0.012597,-0.178707,-0.029345,0.006034,-0.107926,-0.037315,-0.001998,-0.091187,-0.02691,-0.11188,-0.386278,-0.042807,-0.007931,-0.140992,-0.030618,0.000679,-0.091706,-0.022715,-0.001274,-0.082906,-0.017259
B,hand1_b_dif_seg_3_cropped.jpeg,Right,0.9872,400,400,0.465528,0.914823,1e-06,0.587227,0.824622,-0.07419,0.642357,0.654417,-0.095199,0.545748,0.507837,-0.108245,0.440037,0.430654,-0.119061,0.633161,0.490964,-0.036803,0.640439,0.303627,-0.070089,0.632884,0.190305,-0.103693,0.623643,0.092715,-0.131117,0.537392,0.468522,-0.031218,0.541449,0.267974,-0.055317,0.54394,0.142543,-0.089485,0.544907,0.039157,-0.117794,0.451486,0.487732,-0.036311,0.444736,0.310885,-0.06442,0.455064,0.203612,-0.100903,0.459758,0.113141,-0.127162,0.365459,0.536356,-0.049353,0.361816,0.394571,-0.078451,0.36518,0.30369,-0.099613,0.368919,0.223331,-0.115457,0.0,0.0,0.0,0.138979,-0.103008,-0.084725,0.201937,-0.29738,-0.108717,0.091611,-0.464772,-0.123615,-0.02911,-0.552915,-0.135966,0.191436,-0.484041,-0.04203,0.199747,-0.697978,-0.080041,0.191118,-0.82739,-0.118417,0.180566,-0.938837,-0.149734,0.082068,-0.50967,-0.035652,0.086702,-0.738693,-0.063172,0.089546,-0.881934,-0.102192,0.09065,-1.0,-0.13452,-0.016036,-0.487733,-0.041467,-0.023744,-0.689689,-0.073567,-0.01195,-0.812194,-0.11523,-0.006589,-0.915511,-0.145218,-0.114277,-0.432205,-0.056361,-0.118438,-0.594121,-0.089591,-0.114596,-0.697906,-0.113758,-0.110326,-0.789675,-0.131851,0.121699,-0.0902,-0.074191,0.05513,-0.170206,-0.021009,-0.096609,-0.146579,-0.013045,-0.105711,-0.077184,-0.010816,0.167634,-0.423858,-0.036804,0.007278,-0.187338,-0.033285,-0.007556,-0.113322,-0.033604,-0.009241,-0.09759,-0.027424,0.071864,-0.4463,-0.031219,0.004058,-0.200548,-0.024098,0.002491,-0.125431,-0.034169,0.000966,-0.103387,-0.028308,-0.014042,-0.427091,-0.036312,-0.006749,-0.176846,-0.028108,0.010328,-0.107274,-0.036483,0.004694,-0.09047,-0.026259,-0.100068,-0.378467,-0.049354,-0.003644,-0.141785,-0.029098,0.003364,-0.090881,-0.021163,0.003739,-0.080359,-0.015844
B,hand1_b_dif_seg_4_cropped.jpeg,Right,0.9906,400,400,0.467174,0.926219,1e-06,0.589032,0.837981,-0.071849,0.647764,0.659108,-0.090122,0.557558,0.508661,-0.100824,0.453326,0.430943,-0.109538,0.625416,0.494173,-0.033843,0.628395,0.30991,-0.06905,0.617497,0.194918,-0.104016,0.60307,0.099784,-0.13176,0.533044,0.474379,-0.028858,0.532038,0.275856,-0.056113,0.532162,0.148155,-0.091242,0.526261,0.046642,-0.119042,0.450905,0.496436,-0.034656,0.438571,0.314388,-0.065498,0.442385,0.202353,-0.102733,0.438851,0.109858,-0.128995,0.367295,0.547962,-0.048139,0.359943,0.405031,-0.079853,0.360131,0.310643,-0.103625,0.357333,0.226843,-0.120992,0.0,0.0,0.0,0.138541,-0.100318,-0.081686,0.205314,-0.303681,-0.102461,0.102759,-0.474726,-0.114628,-0.015745,-0.563084,-0.124535,0.179907,-0.491197,-0.038477,0.183294,-0.700688,-0.078505,0.170904,-0.831423,-0.118258,0.154502,-0.939582,-0.1498,0.074888,-0.513701,-0.03281,0.073744,-0.739404,-0.063796,0.073886,-0.884588,-0.103734,0.067176,-1.0,-0.135341,-0.018496,-0.488624,-0.039402,-0.032519,-0.695596,-0.074466,-0.028183,-0.82297,-0.116799,-0.032201,-0.928129,-0.146656,-0.113554,-0.430044,-0.05473,-0.121912,-0.592544,-0.090786,-0.121698,-0.699855,-0.117813,-0.124879,-0.795128,-0.137558,0.121857,-0.088238,-0.071849,0.058732,-0.178873,-0.018273,-0.090205,-0.150447,-0.010702,-0.104233,-0.077718,-0.008714,0.158242,-0.432046,-0.033844,0.002979,-0.184263,-0.035207,-0.010898,-0.114992,-0.034966,-0.014427,-0.095134,-0.027744,0.06587,-0.45184,-0.028859,-0.001006,-0.198523,-0.027254,0.000125,-0.127701,-0.035129,-0.005901,-0.101514,-0.0278,-0.016269,-0.429782,-0.034657,-0.012334,-0.182048,-0.030841,0.003814,-0.112035,-0.037236,-0.003534,-0.092495,-0.026261,-0.099879,-0.378256,-0.048139,-0.007352,-0.142931,-0.031714,0.000188,-0.094388,-0.023772,-0.002798,-0.0838,-0.017367
B,hand1_b_dif_seg_5_cropped.jpeg,Right,0.9883,400,400,0.471469,0.930558,0.0,0.591015,0.842276,-0.065236,0.650813,0.669917,-0.083377,0.560302,0.521264,-0.095899,0.453279,0.445985,-0.107397,0.629583,0.500084,-0.032938,0.635231,0.312207,-0.069283,0.624184,0.196935,-0.105744,0.608149,0.09989,-0.13476,0.536352,0.478824,-0.03264,0.538279,0.278827,-0.060337,0.534687,0.149391,-0.098113,0.523499,0.04424,-0.128674,0.453552,0.499886,-0.041965,0.443474,0.319189,-0.072069,0.444952,0.206529,-0.110187,0.437901,0.113231,-0.137672,0.369223,0.551597,-0.058471,0.363399,0.411672,-0.088826,0.364584,0.318174,-0.111353,0.362178,0.236318,-0.128188,0.0,0.0,0.0,0.134879,-0.099605,-0.073604,0.202347,-0.294072,-0.094071,0.100227,-0.461791,-0.108199,-0.020523,-0.546726,-0.121173,0.178393,-0.485688,-0.037163,0.184766,-0.697662,-0.07817,0.172303,-0.82772,-0.119308,0.154211,-0.937212,-0.152045,0.073205,-0.509675,-0.036827,0.075378,-0.735324,-0.068077,0.071327,-0.881361,-0.110698,0.058704,-1.0,-0.145179,-0.020216,-0.485911,-0.047349,-0.031587,-0.689784,-0.081313,-0.029919,-0.816895,-0.12432,-0.037874,-0.92216,-0.155331,-0.11536,-0.427567,-0.065971,-0.121932,-0.58544,-0.100219,-0.120595,-0.69093,-0.125636,-0.123309,-0.783285,-0.144631,0.119546,-0.088282,-0.065236,0.059798,-0.172359,-0.018141,-0.090511,-0.148653,-0.012522,-0.107023,-0.075279,-0.011498,0.158113,-0.430474,-0.032938,0.005648,-0.187877,-0.036346,-0.011047,-0.115273,-0.036461,-0.016035,-0.097045,-0.029016,0.064883,-0.451734,-0.032641,0.001926,-0.199997,-0.027697,-0.003591,-0.129436,-0.037776,-0.011188,-0.105151,-0.030561,-0.017918,-0.430672,-0.041966,-0.010078,-0.180697,-0.030103,0.001478,-0.112661,-0.038118,-0.007051,-0.093298,-0.027486,-0.102246,-0.378961,-0.058471,-0.005824,-0.139925,-0.030355,0.001185,-0.093498,-0.022527,-0.002405,-0.081856,-0.016836
B,hand1_b_left_seg_1_cropped.jpeg,Right,0.9829,400,400,0.480356,0.874489,0.0,0.593091,0.772345,-0.060685,0.647091,0.598309,-0.074347,0.54407,0.456774,-0.082725,0.422848,0.404837,-0.088939,0.620058,0.445351,-0.011339,0.614335,0.273575,-0.035795,0.595624,0.170941,-0.066309,0.576911,0.082106,-0.093491,0.526829,0.427371,-0.01054,0.515921,0.248802,-0.027892,0.505695,0.137285,-0.059908,0.491132,0.042089,-0.087616,0.446567,0.449766,-0.019747,0.427711,0.28457,-0.041914,0.42618,0.187825,-0.074437,0.416496,0.102476,-0.099007,0.3679,0.502197,-0.036318,0.352111,0.371995,-0.059037,0.351345,0.286981,-0.076386,0.348334,0.208904,-0.090577,0.0,0.0,0.0,0.135433,-0.12271,-0.072904,0.200307,-0.331787,-0.089317,0.076543,-0.50182,-0.099381,-0.069088,-0.564215,-0.106847,0.16783,-0.515543,-0.013623,0.160955,-0.721905,-0.043003,0.138477,-0.845203,-0.079661,0.115996,-0.951926,-0.112315,0.055831,-0.537143,-0.012662,0.042725,-0.751666,-0.033508,0.030441,-0.885637,-0.07197,0.012946,-1.0,-0.105257,-0.040592,-0.51024,-0.023724,-0.063245,-0.708696,-0.050353,-0.065084,-0.82492,-0.089426,-0.076717,-0.927454,-0.118942,-0.135099,-0.447251,-0.043631,-0.154066,-0.603669,-0.070925,-0.154987,-0.7058,-0.091766,-0.158604,-0.799597,-0.108815,0.112735,-0.102144,-0.060685,0.054,-0.174036,-0.013663,-0.103021,-0.141536,-0.008378,-0.121223,-0.051937,-0.006214,0.139702,-0.429138,-0.01134,-0.005723,-0.171776,-0.024456,-0.018711,-0.102634,-0.030514,-0.018713,-0.088836,-0.027182,0.046473,-0.447118,-0.01054,-0.010909,-0.178569,-0.017352,-0.010226,-0.111517,-0.032016,-0.014563,-0.095196,-0.027708,-0.033789,-0.424724,-0.019748,-0.018856,-0.165195,-0.022166,-0.001531,-0.096745,-0.032524,-0.009683,-0.085349,-0.024569,-0.112456,-0.372292,-0.036319,-0.015789,-0.130202,-0.022719,-0.000766,-0.085014,-0.017348,-0.003011,-0.078076,-0.014192
B,hand1_b_left_seg_2_cropped.jpeg,Right,0.9838,400,400,0.48423,0.875225,0.0,0.597655,0.770026,-0.057942,0.649859,0.593577,-0.070123,0.545282,0.453854,-0.077546,0.424552,0.402538,-0.082792,0.622987,0.444966,-0.008438,0.616708,0.271854,-0.031124,0.598491,0.168795,-0.059998,0.580627,0.079468,-0.086044,0.528898,0.427018,-0.008556,0.517463,0.245371,-0.02447,0.507903,0.132488,-0.055147,0.494244,0.036621,-0.081863,0.447979,0.449333,-0.018444,0.428074,0.281772,-0.03935,0.427082,0.184793,-0.070677,0.418406,0.100222,-0.094303,0.368794,0.501756,-0.035503,0.353302,0.369859,-0.056968,0.352067,0.283524,-0.073296,0.349055,0.204488,-0.08679,0.0,0.0,0.0,0.135254,-0.125445,-0.069094,0.197505,-0.335854,-0.083619,0.072801,-0.502468,-0.092471,-0.071164,-0.563659,-0.098727,0.165462,-0.513066,-0.010062,0.157974,-0.719495,-0.037114,0.136251,-0.842389,-0.071545,0.114949,-0.948908,-0.102604,0.053264,-0.534468,-0.010203,0.039629,-0.751074,-0.02918,0.028229,-0.885683,-0.065761,0.011941,-1.0,-0.097619,-0.043228,-0.507859,-0.021994,-0.066964,-0.707668,-0.046924,-0.068146,-0.823311,-0.08428,-0.078492,-0.924159,-0.112453,-0.137653,-0.445347,-0.042336,-0.156126,-0.602629,-0.067932,-0.157599,-0.705579,-0.087403,-0.16119,-0.799826,-0.103494,0.113424,-0.105199,-0.057943,0.052204,-0.17645,-0.01218,-0.104577,-0.139723,-0.007423,-0.12073,-0.051316,-0.005246,0.138757,-0.430259,-0.008438,-0.006279,-0.173112,-0.022686,-0.018217,-0.103059,-0.028874,-0.017864,-0.089327,-0.026046,0.044668,-0.448207,-0.008556,-0.011435,-0.181647,-0.015915,-0.00956,-0.112884,-0.030677,-0.01366,-0.095866,-0.026716,-0.036251,-0.425892,-0.018444,-0.019905,-0.167561,-0.020906,-0.000992,-0.096979,-0.031327,-0.008676,-0.084572,-0.023626,-0.115436,-0.373469,-0.035503,-0.015491,-0.131897,-0.021465,-0.001235,-0.086334,-0.016328,-0.003012,-0.079036,-0.013494
B,hand1_b_left_seg_3_cropped.jpeg,Right,0.9764,400,400,0.48331,0.873223,0.0,0.591,0.767044,-0.07222,0.633999,0.590613,-0.090984,0.527882,0.452702,-0.102114,0.40865,0.393382,-0.110327,0.622831,0.439799,-0.019196,0.614416,0.266671,-0.046287,0.59413,0.165246,-0.07836,0.578585,0.077106,-0.106729,0.525574,0.423109,-0.014494,0.51299,0.239221,-0.03447,0.505268,0.127575,-0.068796,0.498827,0.035107,-0.098174,0.440296,0.448235,-0.021347,0.424262,0.278325,-0.048691,0.425054,0.180451,-0.087004,0.421347,0.097162,-0.115073,0.361114,0.503678,-0.036099,0.348234,0.374074,-0.063551,0.350247,0.291706,-0.084967,0.353077,0.216835,-0.102327,0.0,0.0,0.0,0.12849,-0.126688,-0.086169,0.179795,-0.337197,-0.108559,0.053182,-0.501746,-0.121838,-0.08908,-0.572523,-0.131638,0.16647,-0.517141,-0.022904,0.15643,-0.723709,-0.055228,0.132225,-0.844724,-0.093495,0.113678,-0.94989,-0.127344,0.050428,-0.537055,-0.017294,0.035413,-0.756461,-0.041129,0.026199,-0.889672,-0.082084,0.018514,-1.0,-0.117137,-0.051322,-0.507075,-0.025471,-0.070454,-0.709804,-0.058096,-0.069508,-0.826583,-0.10381,-0.073931,-0.925959,-0.1373,-0.145798,-0.440923,-0.043073,-0.161166,-0.595561,-0.075827,-0.158764,-0.693838,-0.10138,-0.155388,-0.783171,-0.122092,0.10769,-0.106179,-0.07222,0.042999,-0.176431,-0.018765,-0.106116,-0.137911,-0.01113,-0.119232,-0.059319,-0.008213,0.139521,-0.433424,-0.019197,-0.008415,-0.173127,-0.027091,-0.020287,-0.101425,-0.032072,-0.015545,-0.088141,-0.028369,0.042264,-0.450114,-0.014495,-0.012584,-0.183888,-0.019976,-0.007722,-0.111646,-0.034325,-0.006441,-0.092468,-0.029378,-0.043014,-0.424987,-0.021347,-0.016034,-0.169911,-0.027344,0.000792,-0.097874,-0.038313,-0.003706,-0.083289,-0.028069,-0.122196,-0.369545,-0.0361,-0.01288,-0.129605,-0.027452,0.002013,-0.082367,-0.021416,0.00283,-0.074871,-0.01736
B,hand1_b_left_seg_4_cropped.jpeg,Right,0.9813,400,400,0.48551,0.872382,0.0,0.590152,0.763613,-0.066276,0.631486,0.5872,-0.083463,0.526738,0.449776,-0.094086,0.409699,0.390563,-0.102246,0.621143,0.44038,-0.016956,0.61282,0.267342,-0.0441,0.593057,0.166347,-0.075813,0.577166,0.078606,-0.10393,0.525908,0.424504,-0.015451,0.512627,0.240175,-0.036723,0.504,0.128855,-0.071661,0.495625,0.035926,-0.101468,0.441855,0.449765,-0.024779,0.424823,0.278727,-0.053974,0.424827,0.18088,-0.092761,0.419881,0.097769,-0.120882,0.362495,0.504623,-0.041225,0.348273,0.373247,-0.070719,0.349878,0.289771,-0.093031,0.35226,0.214224,-0.110767,0.0,0.0,0.0,0.125102,-0.130035,-0.079234,0.174517,-0.340941,-0.099782,0.049288,-0.505233,-0.112482,-0.090634,-0.576024,-0.122238,0.162152,-0.516467,-0.020272,0.152202,-0.723337,-0.052723,0.128574,-0.844078,-0.090637,0.109577,-0.948975,-0.124251,0.048297,-0.535447,-0.018472,0.032418,-0.755816,-0.043903,0.022105,-0.888901,-0.085673,0.012092,-1.0,-0.121308,-0.052191,-0.505247,-0.029624,-0.072553,-0.709726,-0.064527,-0.072548,-0.826704,-0.110899,-0.07846,-0.926065,-0.144517,-0.147067,-0.439663,-0.049285,-0.16407,-0.596726,-0.084547,-0.162151,-0.696523,-0.111221,-0.159304,-0.786841,-0.132424,0.104642,-0.108768,-0.066276,0.041334,-0.176414,-0.017187,-0.104749,-0.137423,-0.010623,-0.117039,-0.059213,-0.008161,0.135633,-0.432002,-0.016957,-0.008323,-0.173037,-0.027144,-0.019763,-0.100995,-0.031713,-0.015891,-0.087741,-0.028116,0.040398,-0.447878,-0.015451,-0.013281,-0.184329,-0.021272,-0.008627,-0.11132,-0.034938,-0.008375,-0.092929,-0.029807,-0.043655,-0.422617,-0.024779,-0.017032,-0.171038,-0.029195,5e-06,-0.097847,-0.038787,-0.004946,-0.083111,-0.02812,-0.123015,-0.367758,-0.041225,-0.014222,-0.131376,-0.029495,0.001605,-0.083476,-0.022312,0.002381,-0.075548,-0.017736
